sentence,label
很好，很不错，多次购买,1
就是小点，收到货质量差四脚不平。,0
效果不咋地，简直就是一望远镜,0
色泽好，口感不错，第一次购买椴树雪蜜满意。,1
感觉很水的香水没有用,0
喜欢的感觉，一如既往,1
不保温啊，怎么回事？1.2个小时就冷了？瓶口散热非常厉害,0
外观、烧水时间都还好，容量方面可能欠缺了点。,1
东西已经收到，还没有打开，出差了，相信京东,1
诚信好，说的送毛巾，没有送，结果给客服交流，果断补发 了，好评,1
全彩印刷，内容实用。可惜这个书发给我的时候切边有问题，只好自己拿裁纸刀切开！真麻烦！,1
一条裤子几个破洞，客服也联系不上，没人搭理我,0
孩子喝不出水来，是孔太小吗？,0
怎么是文言文啊 怎么是文言文啊,0
有味道！！！有色差！！！面料差……差……差……！！！！,0
不好闻啊！！！！！太痛苦了！！！！！,0
浴巾和毛巾不错 很柔软,1
千万不要看广告！实物和描述根本就不符，没有什么弹性，也就10几块钱的东西，敢卖49，太坑人了！以后永远不买他家东西了，从包装盒里拿出来一看，也就5岁的小孩能穿上，非常紧 ，手感也不是天鹅绒的，特别坑,0
快递小哥服务态度很好，但是衣服质量太次了，还没穿扣子就坏了,0
用了几天，感觉像假货，跟我在实体店买的有差距，而且用完脸上干干的，刚擦完的时候还痒，跟在店子里面买的效果完全不一样。,0
装饭菜都挺方便的，也好洗，赞一个,1
做工包装不好。垃圾，买了也没有带直接丢了,0
收到后，应该不知什么原因，很脏。,0
非常不满意邮政快递，太垃圾了，服务一点也不好,0
穿着大了，就送给别人了。质量倒是很好的。,1
包装很烂！！！下次不会在网上买这类商品了，怕是假的坑了孩子,0
很棉的纱网料，穿着挺特别，夏天用挺好,1
我买的是plus的，却给我发了一个4.7的，好失望，东西质量一般，*,0
胶不好。用不久。有点大。,1
什么破鞋子 穿了一天就脱胶了 质量太差了 垃圾的要命,0
应试教材，非买不可！,1
本子是不错，就是里面有白纸和画不好,0
太慢的一次购物，差不多要十天!,0
效果不错，不刺激，用完滑滑的。,1
总体来说可以，为一不好的就是有点嗅，可能是那些鸭毛嗅吧,1
今天到到，可是不够啊，里面只要2大2中2小号，不是应该2特大4大号4中号吗？怎么少那么多,0
这个赠品感觉很次，自己没有使用，朋友拿去用了,0
性价比那是高得不要不要的…,1
不满意，买点东西10天之后才送到,0
不是多好，感觉和价格不配,0
垃圾死了，插上去掉下来，洒了我一车，用了三天。,0
味道实在是太重了，根本受不了,0
物流太差。。书送回来。都烂了,0
四脚少了两个垫，唯用瓶盖安上,0
书质量不错。讲的较好,1
不错就是没小号穿着有点大,0
家里人很喜欢，美观大气，灯光柔和，很不错，下次还要来买。,1
最差一次网购，背面有黄迹，差差差！,0
差，好差，太差了，店家都挂了……,0
京东太假了 我是钻石会员了 5.24和5.25两天买的东西 使用优惠卷的都把订单给我锁定了 之后就取消订单了， 没使用优惠卷的订单就没问题能正常进行。你们就是这么对待钻石会员的？？？？！！！,0
不错不错不错不错不错不错,1
"原汁机收到了,功能很齐全,而且很方便,效果很不错",1
打印的质量和原装的没有什么区别。,1
两双一样的？手感不行。包装盒都是烂的,0
锅子不错呀，买了34的太大，又给换的28的，很不错哦，还有赠品呢，服务态度也没得说，棒棒哒！！！,1
可读性不强，不过是45折买来的，作为收藏也行,0
很好的宝贝，质量很不错,1
太难用了吧，好费劲！,0
质量一般般，还是在实体店买好,0
学化工的，对工业泵要有了解,1
剧情就不说了，自己选的，难看就难看了，问题是碟面简直惨不忍睹，就像在地上使劲擦过一样。,0
这件不怎么满意，而且料子也不是很好，不过其他的很喜欢,1
感觉挺nice的，最近都在看书，好便宜,1
磨损非常严重，其中有一个看里面的骰子都雾里看花了，老板不是卖二手的吧,0
用手机扫码显示无此商品？？？,0
有缺口 千万别买 千万别买 还不合适,0
缺少一个键盘拖！！！！！！,0
订的2X的玫红色，发来的却是3X的大红色，猪一样的发货员,0
吊坠连接的太粗糙了，当天就坏了,0
乐孕 一次性防溢乳垫产妇溢乳垫哺乳防溢乳贴 奶垫超薄乳垫6,0
磨脚，扔家里一直没穿,0
垃圾东西，模糊，买回来没看。网上就有的视频，买了亏，实在要买的找我，,0
这是孩子想要的，不错，纸张质量还可以，点个赞！,1
还可以毕竟那么多钱，也算物有所值,1
珠子很破，大小不规则，一天不到绳子断了。花钱买个教训，以后不贪小便宜了，便宜没好货,0
三个轱辘装上了，最后一个轱辘怎么装也装不上去。。。破玩意儿。。这品质谁买谁知道。钢管粗细都不一致,0
很舒服，穿上效果不错 ，很喜欢。,1
2. 令人耳目一新的感觉。,1
饼干不错，就是物流太慢了，简直龟速！,0
书有点过时，但是很多板块对目前留学还是非常有帮助的,1
永远的经典，怎么评价都显得苍白,1
买了一直没有开始用，但是用手机测试了，确实是没有信号。这才放心。,1
镊子太大，不能顺利伸进宝宝鼻子里面。吸鼻器没吸到，感觉好像没劲。不知道是不是只能吸特别稀的鼻涕。暂时放在一边了。,0
能用，还可以。打印机能识别。,1
配送太差，我们在市中心，竟然说超区配送，东东质量可以，配送太差太差太差,0
回潮的，一点都不好，所以做促销产品，生产日期还是去年11月的,0
非常值得信赖，各方面都不错，五分好评！,1
真心不行。 便宜确实没好货。不好用。,0
不够厚，也不够长，都不喜欢穿～,0
帮同学买的，我不懂这些，但是同学用后说不错,1
不好，虽然我定错了费用我出都不给换，说明服务有待提高,0
商家服务好差好差一句讲哂差没有实时监控最令人不可接受的是问商家机器是怎么回事，是这样回答我的你要知打电话,0
用了2天一点都不保温，真的无语了。,0
垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾,0
鞋挺舒服，物流挺给力，客服态度非常好！就是鞋码有些偏小，稍微有些挤脚，整体很满意,1
盒子打开好大异味，鞋子样子到可以，可是质量？穿一天就坏了。,0
衣服质量不怎么样，那么薄还说加厚,0
再也不买了，差差，码子也乱,0
颜色很好看 很正 是正品 性价比高 值得购买,1
小文章的集子，适合我这种没耐心的人看看~算是读书笔记的集合吧,1
味道很大，穿在脚上都能闻到一股刺鼻的味道，晒很久也有味,0
8月15号下单付款，如今未收到货，没售后！,0
东西不错。京东售后也不错,1
很差没想象中的好，里绒也没处理好，已换货,0
东西还不错，很喜欢，很满意。,1
朋友介绍来的，确实不错，质量很好，摸着很柔软，大小合适，穿着很好看，很满意，还会再来的,1
不怎么样 东西重量不行 不好,0
买了之后，各种原因不退货，还要自己修补，任何破损都不是退货的理由，希望其他买家需要经过慎重考虑后才能购买。包装盒都正常，内部破损不能成为退货或者换货的理由。,0
价格实惠.只能这样了.,0
一直用这个品牌，喜欢。物流快。,1
还没看，感觉应该还不错?,1
孩子很喜欢，感觉还不错，质量也行,1
等了七天不说，还这质量。现在我要退货还一直审核，再审核，都不知道要审到何年何月,0
还不错 穿着帅了一个层次 发货速度也挺快的,1
与物品描述不符垃圾。。。。。。。。。。,0
很好喝，孩子大人都喜欢,1
贵了，比实体店贵不少，还有残，懒的退货，自己修了修，凑合着用吧，根本不值这个价，再有买的请慎重。,0
质量很好，柔软吸水，下次再光顾,1
带起来很假，不过还是很喜欢。。。,1
味道很好，很辣，姜的质量很好,1
货已收到，盒子破了，京东给换吗？,0
不太好，刚买回来就起球,0
裤子一般，做活动才买的，算对得起价钱。一星是因为售后服务差，发货有问题，还只能换，还说什么给包邮了，包邮就可以随便发烂货过来，让消费者麻烦跑快递？,0
印刷精美，纸质厚重！,1
质量很好快递服务也好,1
还好，干净方便，感觉像嚼过的口香糖,1
回来之后盒子四个边都开了，牌挺全，桌布太小，牌根本放不开，5人玩还行，8人挤死你，感觉这个钱不值，差评！,0
为什么连油都不送？而火机机身老是出来。,0
小美女喜欢，，，，，，，,1
3月21号买的鞋，卖家弄错颜色，到现在4月2号还没有处理。,0
其他还好，就是送货慢,1
尺寸大好多，完全对不上，钻毛，只能凑合着穿了,0
灯颜色是白色，要是黄色就好了，和图片有很大出入，挂起很小～,0
很不错~插画做的也很精美~长期收藏,1
物超所值，买东西还是很优惠的,1
不错，好用，电磁耐用，可以用很久，刷头也很便宜，不错不错，好用，电磁耐用，可以用很久，刷头也很便宜，不错不错，好用，电磁耐用，可以用很久，刷头也很便宜，不错,1
外观很好，很喜欢这家做的牡丹！,1
简直垃圾。手机配送的，我退回去你退我钱行吗,0
差评，很薄，与描述不符，不值这价，同样的东东实体店才卖***！,0
照片照的是黑色的 买来是蓝色的 差评！,0
微创新：5种微小改变创造伟大产品,1
什么快递呀？足足让我等了十天,0
味道还可以，能喝出果肉，但是我喝了会拉肚子………,0
东西倒是蛮好的，就是表带太长了。,1
很不错的东西，效果很清晰，功能也很齐全，客服也不错，值得推荐,1
本倒是挺厚，纸的质量也还行，就是皮开裂，胶粘的，质量不好?,0
还行，显脚瘦，挺值得的，价位也不贵,1
还行啊，就是收到了少了一个零件,0
舒服，价格很实惠 好评,1
收到衣服很失望，不像其他买家说的那么厚实，偏薄，做工很一般。,0
好看，实用，结实，颜色好,1
没原版清晰，内容一致，孩子书掉了，幸好可以补买,1
宝贝质量很好，触手很柔软、舒服。颜色也很漂亮。,1
我想问一下你家是正规的达芙妮鞋店吗？为什么鞋子的表面这么多痕迹，太令我失望了。,0
不错哦，还可以，买来考证用的,1
广告说30平方以上会暖，现在用一点都不暖，一点感觉暖都没有，要站 在它前面才有暖的感觉，太差了     ,0
速度快，服务佳，质量不错，,1
我想说这都坏了，还给我发来，而且太小了,0
小机箱很好看 包装很好没有变形的地方 值这个钱,1
还是挺满意的两大桶也很实惠 确实不伤手,1
速度超快，但不知道最终咋样，期待亲手中的蔬菜。,1
不错。质量很好，物流慢、5天才收到！,1
不符：上身6，下身7,0
这个出版公司太差了，居然缺了几十页，打开封面后就是第27页了，目录之类的，第一章，还有第二章的一部分都没有了，这漏页也太夸张了！已申请换货,0
口红太干 不好看 还一擦就掉,0
大约2小时，看电影大约1.5小时。总之对于价格很超值了。很满意。,1
央视百家讲坛车载系列：于丹全集（13CD金碟收藏版）（京东全国独家）买了2个月才拆开看，里面全是空白光盘，还不给退换，说是过了质保期，京东就是这么对待消费者的。,0
听bill一我刚刚一定行咯回音哥,0
不错 简约大方。这个价格稍贵了谢,1
鞋子质量不行，穿几天鞋子就变形了。,0
还没用，给即将出生的宝宝准备的,1
防臭透气鞋垫，适合户外、登山、徒步，浅黄色好看，鞋垫很厚，买了两双质量都很好，不过瘦的鞋垫进去就没有脚的空间了。,1
鞋子穿着很舒服，性价比很高！非常满意！,1
第三次买了真心不错。期待老板再出新产品,1
"洁亿jieyideco三眼豹净化空气水晶盐灯玻璃系列竖款琉璃色BL007,还不错的",1
东西很好，就是有点紧。,1
7500W的功率只能加热二十度。差评,0
衣服质量不好？送东西也没送，衣服送来也不是看的这款坑钱的以后不买这家东西,0
用到现在来评价，唯一的缺点是跑毛啊，难道这是通病？,1
感觉是假的，怎么是这个都市俪人,0
二十分钟脱漆，还漏气，弱爆了,0
很鸡肋的赠品，无用武之地啊！太次了！,0
看起来不错的 但是就是有点薄了,1
很差劲，值不了那个价，跟我爷爷买的那手机没法比。,0
漏了一瓶，弄的到处都是，退回去再返回来太麻烦了就算了，希望京东下次包装好点。,1
不怎么好看，直接弃书，文笔也不怎么好，看到乱七八糟。,0
图很漂亮，内容有点像儿歌。还可以。跟电视里的有点不同。,1
"质量很烂的一个产品,不建议购买",0
满意，习惯了这个牌子会一直支持。,1
快递慢，斜夸链子有点短,0
哎，第一次在网上买衣服，跟图一点都不一样，感觉就值***，多一分都不值，后悔后悔后悔死了！想哭,0
商品很漂亮，发货速度很快，质量很好，很超值，就是送货员送货速度慢,1
假的假的假的假的假的假的假的，我买过很多美津浓，都是在实体店，这双鞋绝对是假的。味道就很难闻。京东，希望京东不要让这样的旗舰店存在！？！！？？,0
用了几天痘痘果然没那么多了，终于找到一款合适自己的,1
扶手套也差四个 真不好 也不配套 怎么点钱质量也只能是这样了 但少东西就是不对了 各位卖的时候问清楚了,0
真是太差了！只能评负五星!!!!只能评负五星!!!!…只能评负五星!!东西和商家图片一点都不一样，买的橙色结果发来的是自色，换了一次结果又换成了红色。对京东太失望了!,0
这就是你们给我发的货！要不是本人急着房子出租 等不急 调货安装！我肯定不会收货的！,0
古代的人，善于总结各种智慧。,1
非常慢老子人都等老了,0
这玩意还是勤换最重要,1
就是小点不知道有没有大号一点整体不错,1
领导很喜欢，好评！很漂亮。,1
速度太慢了.质量不好.拉条太小,0
衣服还没穿。正好明穿！！！！！！！！！,1
质量很好 发货很快 用着不错 效果不错 价格合适 满意 很不错 喜欢 补水效果很好,1
这家后是个黑店，买冰美人和蓝色妖姬两种花种子，可是只给发一种冰美人种子，蓝色妖姬种子没给我，联系客服没有人理。花种子还不知道好不好，能不能发芽？,0
此锅不错。使用后，比较满意。除了炒菜以外，还可以，当蒸锅用。挺好。,1
孩子还小，还没法读书，^_^,1
物不如图 。 太差了。外面路边摊也就两块钱一个。,0
有带状杂质，穿孔不太端正,0
东西不错，就是线太短了。,1
"包很宽敞, 也很新, 但布太薄,有点保护不了笔记本的样子,还需要配个笔记本内胆包.毕竟就这个价位,道希望再贵一些,包再厚实些..不知道是不是戴尔的原装生产,看起来不象是仿制的.",0
可以的话我想退货。亏大了，收到货的当天就降价了*元，领取的会员价不能用。差评都哪去了？被过滤了吗？好假哦这评价,0
12双袜子，随机拆了一双就有两个洞，几块钱的东西难道还寄回去换吗？,0
可以挂很多钥匙，就是颜色和清单上写的不一样，不过也不影响使用,1
质量真心不错 容量大 正品 这个价超值 卖家发货快 包装好 给好评,1
少轮胎，多次联系不理，买两套，发的一样得加油站,0
好评好评评好评评好评评好评评好评评好评,1
上当了！什么羊毛的？只有帽子里面有一点！外层是晴纶的！不值！！,0
我们自己的士司机的士司机的士司机,1
不错，挺好的。很喜欢呀，还会再买的,1
到货太慢，不守信用，质量也不太好,1
很好很好，啊哈哈哈哈,1
正品，超级漂亮，很好的店家，谢谢！,1
物品齐整，期待使用。,1
不像陶瓷的，手感摸上去就是感觉就是一塑料，京东的商家越来越次了。,0
衣架可以串起来挂衣服 很省空间 买了好多 很推荐 但坏了一个 有点遗憾,1
东西很好，以为会比较差的，看到实物后还不错哦，京东还算是让人比较放心的购物平台。,1
质量不是很好！根本没有其他评价那样说的那么好,0
真没想到上万人购买，上当，只能说商家说的比唱的好听，缺乏应有的诚信，洗发水说去屑的，但是越用风屑越多！商家可怕！！！！！！！！！！！！！！！！！！！！！！！,0
这教材质量好，快递速度快！,1
装帧粗糙，内容有错得地方,0
货和图片不太一样，色差挺大的，而且货属于紧身的，不知道是我倒霉还是怎么样,0
大爱啊，长度什么的都很适合,1
衣服不错，穿了真的帅，快递也很给力！,1
太贯了，跟本就不值这价钱！,0
京东送货比较快，配货太慢了,1
一点也不理想，真是后悔死了，只有将就穿，跟图不一样，,0
收到不错，老婆很高兴，不错你嗯下次还买，今天晚上就拿用,1
宝贝很好，很满意，质量也好，用起来也顺手，和实体店一样，又便宜有实惠,1
非常不错，质量也很好，应该不会起球，穿上了很拉风，有种上海滩的感觉。大爱,1
太坑人啦，上面写的是七件套，数到天亮都只有六件，还有一件哪儿去了。六件就六件以，为啥非得写七件？,0
很好的书，一直没钱买。。。找遍各大网站，找到京东1212的活动，没犹豫就买了。。。很好 很好。。。这种活动要多多搞啊。。哈哈。。。,1
百搭款，还很修身，码子很准,1
真怀疑你们的工作态度，竟然发错货,0
衣服质量面都可以，不知道会不会起球L？和图片上一样很好,1
和相片描述的差距太大了。简直就是地摊货。价钱太贵了，物流又慢。,0
包装去哪里了，老鼠吃啦,0
没图。。。。其他都好,1
最不满意的一次购物，码数偏小，一直穿M码的，这次买的L码还是小了，伤心吖,0
还行，操作起来有点麻烦。,1
第4次的怀疑京东的质量了，啥也不说了，看图,0
大家千万不要购买，这个货是假的，包装破烂不堪，一看都是被很多人退货的那种，打火机盖子也盖不紧，太不值了，大家千万不要上当，很郁闷的一次购物，彻底对京东失望了,0
一般般，能穿就好，修身点更好,0
到货就看了一晚上一周读完大爱,1
感觉比较一般感觉比较一般感觉比较一般 不推荐~,0
鞋子刚好，我个人喜欢不那么紧的，这个尺码刚刚好，查看物流，发现店家凌晨还配单出货，也是蛮拼的，好评！,1
感觉好像少发了图片里右下角那张（-1星），总得来讲还是蛮喜欢的,1
好好我家里一直吃这个牌子，大概有7、8年了，真不错，希望在价格在实惠点,1
衣服可以，不过速度太慢了！！！,0
尺寸不是特别合适，方向盘粗点的地方包不住。给的线太少了！应该多给一根。不是很充裕！要的黑线发成红线了！也没有收到所谓的小礼物！自己缝很费事，最后的地方处理不好，皮子发翘，不是很好，下次不会买了！,0
活动时候是炫光550+L35，发货是凯迪威的。垃圾如有相同问题的朋友扣Q一起315投诉京东，虚假广告。Q扣：516943319,0
袜子漂亮，棉线含量也可以，很好,1
老婆怀孕买的，先用着先！,1
不好吃，以后再也不买密封装的了。,0
用都没用就坏了，什么东西，,0
快递太垃圾，什么玩意,0
钩子一点都不锋利，所有的配件都是最小号，都不能用,0
与介绍差很远，香味不正，久泡变苦。,0
硬盘才100g太小了。下完单就有满减的券简直是浪费我钱。京东自营价格忽上忽下,0
衣服非常薄，而且裤子很瘦，线头也很多，质量一点都不好，不值这个价。,0
帮阿姨买的，一两天就绣好了,1
东西真不怎么好，我感觉还是别买他的，本来我以为有佛珠，结果发来没有，毛巾小的可怜，我建议别要，,0
不行没有收到差差差差,0
还行，就是裤子有点da,1
这东西不能买啊，刚开始用的时候还可以充个三四次，用不到一个月就不行了，电都充不进去，我现在是把它丢在一边了。,0
杂音太大，稍微远一点就听不到，有时候子机听不到，很想退货！同时买的TCl D60质量好多了。,0
好评，不错，不错，复制粘贴，粘贴，可以，行，挺好，哈哈哈,1
没想的那么好。速度又太慢，五天才到。,0
最基本的准确性都没，连续两次的结果都不同。呵呵了,0
简直就是次品 用两次就不能用了……无语,0
商品与卖家描述的不一样（保温时间），质量同价格相比较，价格偏高,0
穿着不舒服，还没有我在内衣店十几块钱的好，而且现在六个多月穿着就有些紧了，,0
拿回来，看到时针松动，不能用，花了半小时，粘牢才行。,0
好看，很喜欢！很满意的，物流很快。,1
收到快递打开一看，心都凉了，被套和床单质量完全不一样，床单的质量差得没法形容，最不满意的一次购物，想退回去邮费还得*，算了吧，以后再也不会来了，这么缺德的商家，祝你早日关门,0
看起来不错，位置也很准,1
1990买了两个，看看能增值吗？,1
30个故事可以对应得上，但是版本很乱，小红帽明显就不是电脑所示的这个，应该是拿另外一套20本的书在?10个中国故事发货过来的，懒得申请退换了，很不满意,0
包包收到了，质量不错，就是有点小。,1
质量很一般，不值这个价，不会再买该产品,0
灯光也太不亮了，配件太多，基本没用，三脚架小的可怜，最差的一次网购。,0
有种被骗的感觉，手套没有，刷子太小啦！,0
商品一般吧，快递慢的实在让人受不了。,0
用了好长时间了，煮药煮粥都可以，就是煮药的时候不能自动停，要看着,1
口感很好，就是咸了一点，很有嚼劲！够味、。,1
*个价格来说很不错了,1
双十一买手机送的 结果唯独这个12月才发货 说的好评送礼包 结果再找不到人了,0
宝贝收到了，有点色差，不过不影响，质量还不错。物流也很快。好评吧,1
非常不好用，PPT模式下，激光笔不能使用。,0
一般般，这个价钱也就这样了，比我买的那两套保暖内衣强点,0
因码子小了换了一次，鞋子穿了半个月了，感觉还不错，不打脚。,1
看着一般般吧，还没有用。,1
全是假的，跟我在超市里买的味道根本不一样，本来很相信京东的，真的很失望，,0
这一本书是铺在地上的吧，全是土，还很旧,0
第一次京东购物！还行！品质第一就行！,1
不错的小玩具很喜欢。,1
是假货，质量中等，不值这个价。。。亏了,0
一分都不想给的，申通快递太差了，三天搞定的事情，一快递足足在天津就拽了四天无人管送，太垃圾了,0
喜欢这个口味儿，里面小包装买来出门充饥很方便,1
速度快上午下单下午就收到了。还便宜。以后买杂志就上京东了。,1
这是我网购最差的一次，衣服严重起球，而且穿在身上一天晚上拖下来，内衣上很多毛毛，也不是什么羊毛，还这贵，与实物太不相符了，各亲们慎购，穿了4天的时间，就是证明,0
还可以，但是很图片还是有点差距,1
不是正品， 跟我在专卖店买的不一样， 包装和粉盒的字体都不一样，物流很慢！,0
差评，速度极慢，还没人搭理,0
款式颜色都很满意，送朋友的，使用情况不详。标志看上去不像正品。待验证。,1
地址填错了，结果没有寄到，联系客服，客服也没有回答,0
只能说一份价钱一分货，不是很好，我也是帮朋友买的。,0
鞋子穿着脚痛，不喜欢,0
手表很不错很喜欢，防水性很好，和描述的一样，非常满意，卖家服务很好发货很快,1
是蚕丝吗？我以前用的蚕丝又薄又滑又软，这个粗粗硬硬的应该不是吧？顶多是棉的,0
很合身，样式也好看……,1
简直被坑死，这衣服不敢恭维,0
偏大码的鞋子！怪我的鞋又瘦了！只能搁床底下…呃呃呃,0
时间太长半个月才收到、不知什么原因、质量还行、比较满意、就是时间太长。希望今后多加改进。,1
不过这种书还是买电子版的比较好，提个意见，京东的购物车系统太差了，放在购物车的东西不能随账号携带，而是保持在浏览器了，要是在公司、在家下单就比较麻烦，又得添加一次,1
书保护的很好。。。。物流很快,1
很实在，值得一看。对复习还是很有帮助。建议和三大本一起看。,1
很不错，老公喜欢穿。,1
非常喜欢！用起来很舒服！外观很好看! 主机噪音很小! 价格也很实惠! 很喜欢!,1
很不错书 找了好久了 谢谢京东,1
宝贝收到了，很喜欢，太阳伞很漂亮，,1
真心不错，颜色也很漂亮,1
物流太慢，工作人员说帮我催催可也没告诉我结果，服务欠缺。这是我第二双鞋子 第一双不是在他家买的，这双鞋子做工粗糙，磨脚，没一次购的好，真不知道是不是正品。我也懒去验货了,0
尺寸严重偏小，平时穿41码，结果42的还小，并且脚感很不好,0
球的手感还不错，就是太硬了，,1
产品很好，很不错，质量也很好，很喜欢，觉得这个价钱买到这样的商品很划算，但是希望快递的速度可以再快一点！,1
不想说了，收到手里是刮花的！特别的不爽,0
小巧、漂亮，送货速度快，唯一不足的就是图片显示是米白色，实物是浅灰色，有色差~,1
方法还可以，教师必备,1
感觉是很方便，但磨了后表面有点不光滑了。还是很不错的，适合懒人。,1
颜色漂亮，确实不烫手,1
穿着还挺舒服的 卖家服务也不错,1
通用型的坐垫，凯美瑞新款这个后排中间很不合适。,0
给老公买的，反正是达到他满意了，东西和价钱都合适，下次还买你家宝贝,1
上当了，上当了，没有钢丝，骗人的泥玛。,0
纸张不是很好！不值这个价钱！有上当的感觉,0
一直买这个牌子，是正品。,1
很差，很差，很差，服务态度不好。,0
虽然有些瑕疵，但还比较满意，主要宝贝儿喜欢,1
这衣服就跟雨衣一样的，还说什么内加绒的，图片跟实物相差太大了,0
三星的产品就是不错，就是后面的视频接口不怎么方便,1
快递慢不说，松子就一股坏的闻到，难吃！,0
"很满意,东西和服务都很满意，技术人员态度好，很耐心。",1
打发票用的，目前没发现问题！,1
车胎都打不气了，有何用 才骑一天,0
送的扳手太好用了！老子装车装了一天！坐垫还弄不平！,1
没什么可说的！无语！,0
很不错，做工精细，系统要适应。客服尤其赞一个，专业耐心，讲解清楚。,1
柔软轻便，真品。。。。。。。。。,1
东西还是不错就是稍微大了点,1
买的L码穿起来大了点，不过马上申请换货了，客服很热情。不错。,1
质量还不错，这个冬天不会冷了！,1
太差了！还要这个价？,0
跟超市一样价格，而且感觉假货一样，被老妈骂了一顿。,0
获奖很多的连环画，终于在活动中把它收了，开心呢,1
卖家说能用，结果三星不能用，物流超慢,0
跟网站衣服图片颜色很大差别，穿在身上很不舒服，,0
好吃！太辣了！还是贵了些，,1
袋子很好，用得放心，有了他电脑就不用有手拿了,1
正品保证，京东我信任，给老爸买的，老爸很是喜欢，健康生活从现在开始,1
机器设计有问题，插U盘播放几乎是个摆设没什么用，大多数视频格式无法识别！商品介绍太模糊，害我买回去插U盘无法播放，看了说明书才知道只能识别标准的MPEG4和RMVB格式！太坑了！只好退货！,1
不错，但是人家需要更高档的。。。,1
这家店送的东西说实话都不咋样,0
换成顺丰，邮费给我说44，收了我22，实际只有27,0
商品是否给力？快分享你的购买心得吧~好评,1
还不如自己去店里组，，钩子，线都没有,0
里面电锅不太好，没有我之前买的那个质量好，但是价格低，晚上一样很亮，聚光！,1
产品质量一般，尤其是导线过硬，不服帖,0
款式还可以，质量很一般，到处线头，还开缝。。。无语。。。,0
不是说是软糖吗?怎么是硬糖？咬不动小孩子都吃不下,0
书很好妈妈最近一直用这个做法,1
领子有点大，与图片不太相符。,0
想去澳大利亚的朋友们赶快买吧！过了这个村，就没这个店啦！！！！,1
小玩意儿不错。。。。。。,1
还秋冬！！！我看地球都变全夏天了，买后后悔啊，发现其他更便宜,0
很好用，很方便，老爸很喜欢！,1
份量足，亮度高，出瞳距离长，旋升眼罩。,1
客服很好，等用过，要好用继续买买买,1
物美价廉，又很好用，很喜欢,1
味道很不错，小包装很方便的，,1
虽然最初收到的宝贝有瑕疵，接水盘坏了，但过后及时补发过来，耽误时间不是很多,1
有股刺鼻的橡胶塑料味，最后晾凉再戴，其它方面都挺好的，插在手机上可以调音量切换歌曲接听电话什么的,1
鞋子很好看，就是脚出汗或有水，脚底很滑，走路不方便,1
一般，线太差，没打几次就断了,0
质量不错，妈妈很满意！品牌不错，会继续关注！,1
用了一次，感觉质量一般，韧度不够。,1
穿着还可以，就是有一双有个洞,0
嘛的，你写的破书！就是一个靠封面混的小人！,0
挺实惠的，就是送来的时候装彩笔的盒子坏了，直接就断了！,0
和描述的一样，长短合适，小烤箱也能放得下。做工好,1
蚊帐很好，蚊杆也粗，结实，和店家描述的一样 服务 很好,1
一洗就过敏，洗一次就痒一次，垃圾浪费钱！,0
这本书是同济编的，真的物有所值，讲的很好,1
装订太死 不易翻页 没金门县地图 台北地图没总统府等政府机构,1
已经是多次购买了 非常不错,1
好茶吃了一个星期减了一斤,1
穿一次这样了，真的好不,0
质量不稳定 但京东服务不错！,1
还不错，就是爱留指纹,1
"这是我多次帮朋友买了,值得,很好的东西.",1
电话不错，声音清澈，是正品。,1
物流很给力哦，不比京东配送差，两天到货，东西也很赞！,1
东西极差，去不了毛没效果，47元不值，有点上当的感觉,1
拿到货发现拉链断了，标签都剪了，懒得换了，不会再来这家买东西,0
卖家态度很好 ，东西也很好,1
和大染坊是同一个作者写的，封皮是脏的。,0
衣服很好，就是小了想换大一码的。,1
打开包装是发现有污点我嘞个去。不好,0
大概的浏览了一下，具体的还没有仔细的刊，感觉还行。,1
入门看一下，很好的！,1
就是肥皂嘛！跟家用肥皂一个气味。只能扔掉。,0
不咋好。。。。。。。,0
我发货发了八天才到，很不满意。,0
很棒的参考书，对于刚毕业的很有使用价值,1
穿着还不错，大小刚好，好评,1
穿上比较舒适，就不知耐不耐穿,1
研究生上课用书，只有买了,1
好好好好哈偶哈哈哈哈哈好好好好哈偶哈哈哈哈哈,1
质量很差！没开始用，线头就出来了，没法用,0
就这价格，还行吧？一般,1
不是很好用，固定不住，不用了。,1
什么玩意，打开后发现是假货，直接扔了。商家态度恶劣，根本不支持7天无理由，亲们别再继续上当,0
买的东西和图片差别太大了,0
女朋友不喜欢，就说不好看,0
感觉一般般吧，没感觉出什么效果,1
把颜色给我搞错了，换还很麻烦,0
插入不顺畅，现在的momax已经不是以前那个很好的momax了,0
比商场便宜很多，但鞋子有很多褶皱，很明显是被试穿多次的。百丽旗舰店都是卖商场退下来的吗,0
水货，用两次就差不多了，烂东西,0
老婆专用，老婆万岁万岁万万岁,1
质量还可以等待使用中。,1
不错，很好用。比转换头強多了。,1
先好评！用过再追加！,1
根本就不是真皮的，买回来，女儿穿一次就坏了，上面的皮子都掉了。质量太差了，不值这个价。,0
没发票，快递慢得像乌龟,0
黑色很好配衣服，就是有点薄。,1
喜欢前面的字，全棉的舒服哦,1
真心无奈了，用了这不到一个月，也没有摔过，各种掉边，中间也莫名其妙出现裂痕,0
和图片一致，比较满意。,1
